hospital_id,hospital_name,address,city,state,zip_code,hospital_type,hospital_ownership,mortality_rate,mortality_measures,readmission_rate,readmission_measures,infection_rate,infection_measures,patient_experience_score,experience_measures,mortality_score,readmission_score,infection_score,patient_exp_score,quality_score,star_rating,performance_category,state_rank,state_percentile,national_rank,national_percentile,category
000306,Regional Regional Hospital,1051 Park Blvd,City 51,MA,19970,Acute Care Hospitals,Voluntary non-profit - Private,10.065999999999999,5,25.05,5,0.87225,4,1,1,72.80742459396753,1.8309534776600742,52.56935203193776,0,35.44230375558971,2,Below Average,14,0,464,7.214428857715431,Worst in State
000333,Community Hospital,3593 Park Blvd,City 118,MD,51799,Acute Care Hospitals,Proprietary,18.078,5,17.8075,4,1.4994999999999998,4,2,1,29.06783130885765,43.53120681713496,14.04442624628929,25,28.114257658513356,1,Poor,14,0,492,1.6032064128256511,Worst in State
000050,County Regional Hospital,8432 Main St,City 105,MI,80871,Acute Care Hospitals,Voluntary non-profit - Other,20.782,5,12.785,6,1.6242,5,3,1,14.305991538146571,72.44933210502073,6.385505169413435,50,34.00050678005251,1,Poor,17,0,476,4.809619238476954,Worst in State
000349,Regional Hospital,9503 Elm St,City 187,MN,27429,Acute Care Hospitals,Government - Federal,17.774,5,13.4,5,1.25125,4,1,1,30.7274464310086,68.90833717181023,29.29163681031835,0,33.76822742483473,1,Poor,15,0,477,4.609218436873747,Worst in State
000450,Sacred Heart Medical Hospital,4289 Main St,City 165,MO,29927,Acute Care Hospitals,Voluntary non-profit - Church,16.317999999999998,5,15.234,5,1.5345,4,2,1,38.67612938446842,58.34868724090281,11.894769167775621,25,34.163702917510136,1,Poor,12,0,474,5.210420841683367,Worst in State
000388,St. Regional Hospital,2303 Elm St,City 158,NC,14139,Acute Care Hospitals,Government - Local,20.12,6,16.29,5,1.0864,5,2,1,17.920021837041077,52.26853984339016,39.41652165011771,25,33.29727192448929,1,Poor,19,0,480,4.008016032064128,Worst in State
000278,Memorial Medical Center,5175 Maple Dr,City 10,NJ,18667,Acute Care Hospitals,Voluntary non-profit - Church,18.10333333333333,3,19.1175,4,1.1243333333333334,6,3,1,28.929530048678416,35.988599723629676,37.08670283550005,50,36.94768465438595,2,Below Average,19,0,452,9.619238476953909,Worst in State
000001,St. Hospital,1426 Main St,City 5,NY,55628,Children's Hospitals,Government - Local,15.716,5,20.634,5,0.5168333333333334,6,1,1,41.9626040671489,27.257024412713037,74.3986078411301,0,38.00268928360545,2,Below Average,18,0,442,11.623246492985972,Worst in State
000172,Presbyterian Hospital,4794 Maple Dr,City 102,OH,31039,Acute Care Hospitals,Government - State,22.48,6,25.368000000000002,5,1.5236666666666667,3,3,1,5.036167599290295,0,12.560139215886991,50,14.650885083758837,1,Poor,17,0,500,0,Worst in State
000224,Presbyterian Medical Hospital,5461 Park Blvd,City 59,OK,40510,Acute Care Hospitals,Voluntary non-profit - Private,14.756666666666666,3,16.42,3,1.3908333333333334,6,2,1,47.19985441972613,51.520036849378165,20.718599651960275,25,37.21961545125245,2,Below Average,15,0,449,10.220440881763528,Worst in State
000496,Methodist Healthcare System,7493 Main St,City 145,OR,72143,Acute Care Hospitals,Voluntary non-profit - Church,22.554,5,13.2875,4,1.263,3,3,1,4.632182339293038,69.55608014739752,28.569966219674498,50,35.92116629355591,2,Below Average,16,0,461,7.8156312625250495,Worst in State
000130,Sacred Heart Hospital,9461 Oak Ave,City 5,PA,85276,Acute Care Hospitals,Proprietary,18.5925,4,21.63,5,1.4413333333333334,3,3,1,26.259041899822563,21.5223399355136,17.616951581533428,50,27.662535449208526,1,Poor,20,0,493,1.402805611222445,Worst in State
000210,Methodist Medical Hospital,4562 Main St,City 185,SC,42827,Acute Care - Department of Defense,Proprietary,16.491666666666667,6,17.97,5,1.3572,5,2,1,37.72803785087121,42.59557807462,22.78431773978913,25,32.663385308863646,1,Poor,12,0,483,3.406813627254509,Worst in State
000171,Sacred Heart Medical Center,1111 Main St,City 189,TN,86622,Acute Care Hospitals,Voluntary non-profit - Private,19.176666666666666,6,17.818333333333335,6,1.2523333333333333,3,2,1,23.06992402529457,43.468831567633956,29.225099805507213,25,30.09446005087366,1,Poor,25,0,489,2.2044088176352705,Worst in State
000064,Mount Healthcare System,2554 Oak Ave,City 113,TX,64467,Acute Care Hospitals,Government - State,17.265,4,16.6225,4,1.5706666666666667,3,2,1,33.506209908557395,50.354099493321065,9.673456853311492,25,30.05875205922536,1,Poor,15,0,490,2.004008016032064,Worst in State
000196,Methodist Healthcare System,7611 Oak Ave,City 104,UT,23408,Acute Care - Department of Defense,Government - Local,21.638333333333335,6,21.875,6,1.2542,5,2,1,9.631044993403378,20.111699677567955,29.11045142798649,25,20.194851274409626,1,Poor,15,0,499,0.2004008016032064,Worst in State
000438,Mercy Regional Hospital,9475 Park Blvd,City 174,VA,92245,Acute Care Hospitals,Voluntary non-profit - Private,16.761666666666667,6,21.212,5,0.8756666666666667,3,2,1,36.25403757790819,23.929064947029033,52.359504555225705,25,34.94835364893614,1,Poor,11,0,465,7.014028056112225,Worst in State
000143,St. Hospital,3704 Maple Dr,City 120,WA,20922,Acute Care Hospitals,Voluntary non-profit - Private,15.392,5,18.935,4,1.1996666666666667,3,3,1,43.73140439470452,37.039382772915715,32.45982188555635,50,40.494222483029375,2,Below Average,13,0,409,18.236472945891784,Worst in State
000361,Mount Healthcare System,6936 Elm St,City 32,WI,97201,Acute Care Hospitals,Voluntary non-profit - Other,17.99,4,23.176,5,0.7432,5,1,1,29.54824621263819,12.62091202210965,60.49544477428601,0,27.143563062890372,1,Poor,21,0,495,1.002004008016032,Worst in State
