hospital_id,hospital_name,address,city,state,zip_code,hospital_type,hospital_ownership,mortality_rate,mortality_measures,readmission_rate,readmission_measures,infection_rate,infection_measures,patient_experience_score,experience_measures,mortality_score,readmission_score,infection_score,patient_exp_score,quality_score,star_rating,performance_category,state_rank,state_percentile,national_rank,national_percentile
000011,University Hospital,4450 Main St,City 10,TN,69381,Critical Access Hospitals,Government - Local,14.925,4,19.365,4,0.7944,5,4,1,46.280878940903506,34.56356517733765,57.350803562288874,75,51.862855867177686,3,Average,11,58.333333333333336,198,60.52104208416834
000012,Memorial Regional Hospital,7694 Maple Dr,City 140,CO,29150,Children's Hospitals,Government - Local,18.046666666666667,3,17.608,5,1.1716666666666666,3,5,1,29.238888130658296,44.67987102717642,34.17954754836728,100,48.48652108308342,2,Below Average,6,66.66666666666666,265,47.09418837675351
000013,Sacred Heart Hospital,3390 Main St,City 63,CO,51228,Acute Care Hospitals,Voluntary non-profit - Private,15.596666666666666,6,21.52,3,0.85,4,4,1,42.61407579273008,22.155688622754496,53.93591974613573,75,46.80712483004158,2,Below Average,7,60,295,41.08216432865731
000014,General Healthcare System,4884 Park Blvd,City 86,OR,25022,Acute Care Hospitals,Government - Local,11.274,5,21.35,6,0.89,4,2,1,66.21263818752558,23.134500230308618,51.47916879926297,25,43.517208713650575,2,Below Average,12,26.666666666666668,359,28.256513026052104
000015,Memorial Regional Hospital,8116 Maple Dr,City 116,KY,84108,Acute Care Hospitals,Voluntary non-profit - Other,11.435,6,17.615,4,1.3944,5,2,1,65.333697284018,44.639567019806556,20.499539359197456,25,40.884885779956406,2,Below Average,21,4.761904761904762,402,19.639278557114228
000016,Good Samaritan Regional Hospital,924 Washington Ave,City 47,LA,82097,Acute Care Hospitals,Government - Local,15.512,5,17.18166666666667,6,0.893,3,4,1,43.076293162276514,47.13457699984646,51.29491247824751,75,52.530260318206444,3,Average,10,52.63157894736842,186,62.925851703406806
000017,Mount Hospital,6627 Washington Ave,City 82,CT,88253,Critical Access Hospitals,Voluntary non-profit - Private,11.2,3,15.993333333333334,3,0.763,5,2,1,66.61662344752287,53.9766620604944,59.27935305558398,25,53.298990813276454,3,Average,8,68.18181818181817,168,66.53306613226452
000018,County Regional Hospital,7516 Park Blvd,City 167,WI,54141,Critical Access Hospitals,Voluntary non-profit - Church,11.32,6,17.958,5,0.9256666666666666,6,4,1,65.96151221509486,42.664670658682645,49.28856587163476,75,57.77676279710781,3,Average,6,75,96,80.96192384769539
000019,Sacred Heart Healthcare System,2942 Main St,City 162,WI,41084,Acute Care Hospitals,Government - Federal,9.42,3,13.7375,4,0.872,4,5,1,76.33410672853827,66.96510824504836,52.584706725355716,100,72.78768576116249,4,Above Average,1,100,8,98.59719438877755
000020,Sacred Heart Regional Hospital,8758 Oak Ave,City 63,LA,89812,Critical Access Hospitals,Voluntary non-profit - Other,17.065,6,18.102,5,1.2505,6,2,1,34.59806196260406,41.83555964993091,29.337700890572222,25,33.172733723907,1,Poor,18,10.526315789473683,482,3.6072144288577155
000021,Mercy Healthcare System,3629 Oak Ave,City 51,AZ,62948,Acute Care Hospitals,Proprietary,12.844999999999999,4,14.27,4,1.236,4,3,1,57.63614030298895,63.899124827268544,30.228273108813596,50,50.82269157491722,3,Average,13,42.857142857142854,223,55.51102204408818
000022,Memorial Hospital,9446 Main St,City 83,AL,48595,Acute Care Hospitals,Government - Local,18.786666666666665,6,18.528333333333332,6,0.727,3,4,1,25.19903553068559,39.38085367726087,61.49042890776947,75,47.77753130546326,2,Below Average,10,43.75,283,43.48697394789579
000023,General Healthcare System,6100 Park Blvd,City 22,OR,87839,Acute Care Hospitals,Voluntary non-profit - Church,13.51,5,14.5375,4,1.1416666666666666,3,2,1,54.00573222328374,62.358935974205444,36.02211075852186,25,45.796981350166945,2,Below Average,9,46.666666666666664,315,37.07414829659319
000024,Methodist Hospital,9791 Elm St,City 174,KY,34996,Children's Hospitals,Proprietary,9.936666666666666,3,13.4675,4,1.0023333333333333,6,5,1,73.51348892225104,68.51969138645785,44.57979322346197,100,70.32891782915527,4,Above Average,2,95.23809523809523,11,97.99599198396794
000025,General Medical Hospital,1796 Oak Ave,City 94,MA,90829,Acute Care Hospitals,Proprietary,14.858,5,13.870000000000001,6,1.0176,5,1,1,46.64664937900914,66.20221096269,43.64213327873886,0,41.45508087405996,2,Below Average,10,30.76923076923077,392,21.64328657314629
000026,Memorial Regional Hospital,3089 Washington Ave,City 76,NJ,53722,Acute Care Hospitals,Government - State,14.355,4,13.559999999999999,4,0.6735,4,5,1,49.39265729493654,67.98710271764165,64.77633329921179,100,68.00865619269432,4,Above Average,3,88.88888888888889,19,96.39278557114228
000027,Mount Regional Hospital,1578 Park Blvd,City 9,CT,53983,Acute Care - Department of Defense,Voluntary non-profit - Private,17.3075,4,11.324,5,0.6592,5,3,1,33.274191347072474,80.86135421464763,65.6546217627188,50,56.61125139846335,3,Average,5,81.81818181818183,112,77.75551102204409
000028,Presbyterian Healthcare System,8011 Oak Ave,City 98,OR,49736,Acute Care Hospitals,Proprietary,11.1825,4,18.226666666666667,3,0.6361666666666667,6,3,1,66.71216050225195,41.117764471057896,67.06930084962636,50,57.060414480846646,3,Average,5,73.33333333333333,105,79.15831663326654
000029,Community Hospital,4231 Park Blvd,City 149,CO,55876,Acute Care Hospitals,Voluntary non-profit - Private,20.111666666666665,6,16.285,6,0.8298333333333333,6,2,1,17.96551567262638,52.29732842008292,55.174531681850745,25,37.25761972727133,2,Below Average,14,13.333333333333334,447,10.62124248496994
000030,County Healthcare System,3868 Oak Ave,City 54,OR,28453,Acute Care Hospitals,Voluntary non-profit - Church,14.262,5,16.924,5,1.6426666666666667,3,3,1,49.90036850006824,48.61814831874713,5.251305148940517,50,38.43747391694238,2,Below Average,15,6.666666666666667,434,13.226452905811623
000031,Good Samaritan Hospital,6839 Elm St,City 25,LA,57589,Acute Care - Department of Defense,Government - State,16.33,5,9.39,3,1.382,3,4,1,38.61061826122562,91.9967756794104,21.261132152728024,75,54.897662436402285,3,Average,7,68.42105263157895,145,71.14228456913828
000032,St. Medical Center,1338 Oak Ave,City 26,NJ,20820,Acute Care Hospitals,Proprietary,13.96,5,15.442,5,1.4222,5,2,1,51.54906510167872,57.151082450483656,18.792097451120895,25,39.45051450590475,2,Below Average,17,11.11111111111111,423,15.430861723446892
000033,Good Samaritan Regional Hospital,8054 Maple Dr,City 119,PA,34508,Critical Access Hospitals,Government - Federal,14.802,5,14.22,3,1.004,4,4,1,46.95236795414222,64.18701059419622,44.47742860067561,75,56.25182018496062,3,Average,6,73.68421052631578,119,76.35270541082164
000034,Community Hospital,4882 Park Blvd,City 1,NJ,37352,Acute Care Hospitals,Voluntary non-profit - Private,13.152000000000001,5,18.2475,4,0.76675,4,3,1,55.960147400027296,40.99781206817137,59.04903265431466,50,51.79975540062969,3,Average,9,55.55555555555556,200,60.120240480961925
000035,Mercy Hospital,8540 Oak Ave,City 153,MO,53351,Acute Care Hospitals,Voluntary non-profit - Private,14.838333333333333,6,16.31,5,1.1848333333333334,6,3,1,46.7540148309904,52.15338553661908,33.37086702835499,50,45.40726759054064,2,Below Average,9,27.27272727272727,323,35.47094188376754
000036,Regional Medical Center,6181 Maple Dr,City 134,MD,68753,Acute Care Hospitals,Voluntary non-profit - Church,12.241999999999999,5,21.88,4,1.5096666666666667,3,4,1,60.928074245939676,20.082911100875194,13.420002047292456,75,41.654150560823815,2,Below Average,11,23.076923076923077,389,22.24448897795591
000037,Good Samaritan Medical Hospital,7369 Park Blvd,City 5,AZ,74366,Acute Care Hospitals,Voluntary non-profit - Church,15.633333333333333,3,9.04,3,0.2922,5,3,1,42.41390291615487,94.0119760479042,88.19531170027638,50,68.2759928118916,4,Above Average,1,100,18,96.59318637274549
000038,Community Medical Hospital,7201 Oak Ave,City 37,OH,59593,Acute Care Hospitals,Voluntary non-profit - Private,12.88,5,16.98,5,0.7491666666666666,6,4,1,57.44506619353077,48.29571625978812,60.12897942471081,75,59.33969377918397,3,Average,2,93.75,74,85.37074148296593
000039,Memorial Medical Hospital,6858 Elm St,City 133,WA,26278,Acute Care Hospitals,Voluntary non-profit - Private,13.688333333333333,6,25.188333333333333,6,1.058,4,4,1,53.0321641417588,1.034469522493481,41.16081482239737,75,41.45847032875035,2,Below Average,12,8.333333333333332,391,21.8436873747495
000040,Memorial Regional Hospital,8685 Maple Dr,City 46,LA,91617,Acute Care Hospitals,Voluntary non-profit - Other,12.8,6,17.186,5,0.6920000000000001,3,4,1,57.88180701514944,47.10962690004607,63.64008598628313,75,60.05197032612713,3,Average,3,89.47368421052632,68,86.57314629258516
000041,Regional Hospital,8656 Maple Dr,City 96,NY,59586,Acute Care - Department of Defense,Proprietary,17.580000000000002,4,18.7,6,0.77825,4,3,1,31.78654292343387,38.392445877475836,58.342716757088745,50,43.7197535356713,2,Below Average,13,29.411764705882355,357,28.65731462925852
000042,Mount Regional Hospital,7693 Park Blvd,City 60,IL,84487,Acute Care Hospitals,Voluntary non-profit - Church,12.133333333333333,3,17.9625,4,1.054,3,4,1,61.521313861971706,42.63876093965916,41.40648991708464,75,54.467706872777455,3,Average,2,85.71428571428571,150,70.14028056112225
000043,Methodist Medical Center,4607 Elm St,City 127,TN,70019,Acute Care - Department of Defense,Voluntary non-profit - Church,16.041666666666668,6,19.638333333333332,6,1.1052,5,3,1,40.184704972476226,32.98978965146631,38.26184870508752,50,39.86832108088132,2,Below Average,22,12.5,418,16.432865731462925
000044,Presbyterian Healthcare System,9403 Main St,City 90,PA,68605,Acute Care Hospitals,Voluntary non-profit - Church,13.703333333333333,6,16.6225,4,1.0662,5,3,1,52.9502752377053,50.354099493321065,40.65718087828846,50,48.63790266421397,2,Below Average,10,52.63157894736842,261,47.89579158316633
000045,General Regional Hospital,9372 Elm St,City 143,AL,54504,Critical Access Hospitals,Voluntary non-profit - Private,13.034,5,14.616,5,1.473,3,1,1,56.60434011191483,61.90695532012898,15.67202374859248,0,36.37604680075481,2,Below Average,15,12.5,456,8.817635270541082
000046,Memorial Hospital,1557 Maple Dr,City 154,NC,92828,Acute Care Hospitals,Proprietary,17.67,5,11.025,4,0.6268333333333334,6,4,1,31.295209499112858,82.58291110087518,67.64254273723,75,61.944926309260154,3,Average,3,88.88888888888889,49,90.38076152304609
000047,Mount Regional Hospital,3789 Elm St,City 58,IL,33626,Acute Care Hospitals,Voluntary non-profit - Church,13.9225,4,15.443333333333333,6,0.9768333333333333,6,1,1,51.75378736181248,57.14340549669891,46.145971952093355,0,41.34848057074181,2,Below Average,6,28.57142857142857,395,21.04208416833667
000048,Community Healthcare System,7674 Elm St,City 197,VA,32522,Critical Access Hospitals,Voluntary non-profit - Private,9.213333333333333,3,16.801666666666666,6,0.781,6,2,1,77.46235385105318,49.32250882849686,58.17381512949124,25,55.11278714481298,3,Average,4,70,141,71.9438877755511
000049,Mount Medical Hospital,9507 Main St,City 29,IN,17309,Acute Care Hospitals,Government - Federal,11.4875,4,17.346,5,1.234,5,3,1,65.04708611983075,46.18839244587748,30.351110656157232,50,48.649001611457905,2,Below Average,11,41.17647058823529,259,48.296593186372746
000050,County Regional Hospital,8432 Main St,City 105,MI,80871,Acute Care Hospitals,Voluntary non-profit - Other,20.782,5,12.785,6,1.6242,5,3,1,14.305991538146571,72.44933210502073,6.385505169413435,50,34.00050678005251,1,Poor,17,0,476,4.809619238476954
000051,Community Healthcare System,459 Elm St,City 126,FL,93242,Acute Care Hospitals,Voluntary non-profit - Private,18.176000000000002,5,21.086666666666666,6,1.5030000000000001,5,5,1,28.53282380237478,24.65069860279442,13.829460538437914,100,38.179886926020515,2,Below Average,17,20,439,12.224448897795591
000052,University Regional Hospital,6871 Oak Ave,City 179,IL,79340,Acute Care Hospitals,Proprietary,11.878,5,11.506,5,1.2753333333333332,3,4,1,62.91524498430462,79.81345002303087,27.812468011055387,75,60.78105300381295,3,Average,1,100,59,88.37675350701403
000053,St. Regional Hospital,3848 Elm St,City 148,OK,33056,Acute Care Hospitals,Voluntary non-profit - Private,14.42,3,11.918333333333333,6,0.97,3,3,1,49.037805377371356,77.43935206510056,46.565666905517446,50,55.71259635586591,3,Average,5,71.42857142857143,129,74.34869739478958
000054,General Medical Center,1460 Oak Ave,City 39,TX,72680,Children's Hospitals,Government - Federal,14.818,5,18.433333333333334,3,1.56,4,2,1,46.865019789818476,39.927836634423464,10.328590439144222,25,31.623612705337464,1,Poor,14,7.142857142857142,486,2.80561122244489
000055,Good Samaritan Regional Hospital,5868 Oak Ave,City 139,MN,12343,Acute Care Hospitals,Voluntary non-profit - Church,14.34,3,18.07,3,1.04775,4,2,1,49.47454619899004,42.01980654076463,41.79035725253352,25,40.79490480802155,2,Below Average,11,28.57142857142857,405,19.03807615230461
000056,Mount Regional Hospital,523 Oak Ave,City 24,FL,79815,Acute Care Hospitals,Voluntary non-profit - Church,14.44,3,16.3,3,0.63225,4,4,1,48.9286201719667,52.21096269000461,67.30985771317432,75,59.55879115238474,3,Average,3,90,72,85.77154308617234
000057,Regional Hospital,5622 Maple Dr,City 115,TN,92717,Children's Hospitals,Voluntary non-profit - Church,11.7975,4,17.636666666666667,3,1.4655,6,2,1,63.35471543605842,44.51481652080456,16.13266455113113,25,39.168284898801446,2,Below Average,23,8.333333333333332,424,15.230460921843688
000058,Regional Regional Hospital,5360 Park Blvd,City 76,KY,84641,Acute Care Hospitals,Government - Federal,10.8375,4,12.373333333333333,3,0.9378,5,3,1,68.59560529548246,74.81959158605866,48.543351417750024,50,61.41941733959691,3,Average,4,85.71428571428571,54,89.37875751503006
000059,Mount Medical Center,452 Park Blvd,City 33,MA,69478,Acute Care Hospitals,Proprietary,11.483333333333334,3,12.276666666666667,6,0.9105,6,2,1,65.0698330376234,75.37617073545218,50.220083938990676,25,55.920013579897734,3,Average,4,76.92307692307693,128,74.54909819639278
000060,Memorial Hospital,1519 Elm St,City 189,MA,92758,Critical Access Hospitals,Voluntary non-profit - Church,14.43,3,18.255,6,0.7763333333333333,6,5,1,48.98321277466904,40.95462920313221,58.46043607329307,100,59.54873015150703,3,Average,2,92.3076923076923,73,85.57114228456913
000061,County Healthcare System,1232 Elm St,City 105,VA,38623,Acute Care Hospitals,Voluntary non-profit - Church,15.23,5,15.754,5,1.2053333333333334,3,5,1,44.61580455848233,55.35467526485491,32.1117821680827,100,55.2513557257791,3,Average,3,80,138,72.54509018036072
000062,Regional Medical Hospital,9967 Park Blvd,City 117,IN,71926,Acute Care Hospitals,Voluntary non-profit - Private,13.103333333333333,3,16.4675,4,1.686,6,4,1,56.22583139984531,51.246545370796866,2.589824956495036,75,45.32684200177657,2,Below Average,13,29.411764705882355,325,35.07014028056113
000063,General Hospital,4232 Park Blvd,City 63,KY,68627,Children's Hospitals,Proprietary,18.53333333333333,6,16.705000000000002,6,1.355,4,4,1,26.582048132478064,49.87908797789037,22.919439041867122,75,41.174246194682794,2,Below Average,20,9.523809523809524,398,20.440881763527056
000064,Mount Healthcare System,2554 Oak Ave,City 113,TX,64467,Acute Care Hospitals,Government - State,17.265,4,16.6225,4,1.5706666666666667,3,2,1,33.506209908557395,50.354099493321065,9.673456853311492,25,30.05875205922536,1,Poor,15,0,490,2.004008016032064
000065,University Healthcare System,894 Maple Dr,City 83,OH,27539,Acute Care Hospitals,Voluntary non-profit - Church,12.058333333333334,6,19.942500000000003,4,1.51725,4,2,1,61.930758382239205,31.238484569322893,12.954243013614501,25,34.62740941040611,1,Poor,15,12.5,470,6.012024048096192
000066,Regional Medical Center,5122 Washington Ave,City 36,GA,54368,Acute Care Hospitals,Government - State,9.86,6,15.5975,4,1.2078333333333333,6,5,1,73.9320322096356,56.255757715338554,31.958235233903167,100,64.2331079002011,3,Average,2,92.3076923076923,36,92.98597194388778
000067,Good Samaritan Medical Hospital,3185 Oak Ave,City 24,TN,56130,Critical Access Hospitals,Proprietary,12.63,4,15.879999999999999,3,1.3793333333333333,3,4,1,58.80988126108912,54.629203132197155,21.42491554918621,75,51.65649404867258,3,Average,12,54.166666666666664,204,59.318637274549104
000068,Good Samaritan Medical Hospital,9369 Maple Dr,City 183,OR,80387,Acute Care Hospitals,Voluntary non-profit - Private,11.275,6,14.82,4,1.0553333333333332,3,2,1,66.20717892725536,60.732381391064024,41.32459821885557,25,50.3763985806565,3,Average,8,53.333333333333336,233,53.50701402805611
000069,Community Healthcare System,7567 Oak Ave,City 44,MI,73745,Acute Care Hospitals,Voluntary non-profit - Other,17.55666666666667,3,11.858,5,0.6544,5,3,1,31.913925663072646,77.78673422385997,65.94943187634354,50,55.508219223972674,3,Average,7,62.5,132,73.74749498997996
000070,General Hospital,4715 Washington Ave,City 179,KY,37065,Acute Care Hospitals,Proprietary,16.174,5,16.441666666666666,6,0.8754,5,3,1,39.462262863382016,51.39528635037618,52.37588289487153,50,47.78147117032653,2,Below Average,13,42.857142857142854,282,43.687374749499
000071,St. Medical Hospital,9550 Elm St,City 105,FL,77336,Acute Care Hospitals,Government - Local,15.51,4,23.403333333333332,6,0.91275,4,3,1,43.08721168281697,11.311991401811767,50.08189169822909,50,38.274634279855306,2,Below Average,16,25,437,12.625250501002002
000072,St. Healthcare System,3633 Oak Ave,City 108,VA,52182,Acute Care Hospitals,Voluntary non-profit - Private,13.883333333333333,3,20.580000000000002,3,1.1615,6,3,1,51.96760838906329,27.56794104099494,34.803971747364116,50,41.18326071380875,2,Below Average,10,10,397,20.64128256513026
000073,University Regional Hospital,1777 Park Blvd,City 27,CT,40788,Acute Care Hospitals,Proprietary,14.424,5,25.143333333333334,3,0.5016666666666667,6,2,1,49.01596833629044,1.2935667127284063,75.33012590848602,25,38.86071365619074,2,Below Average,20,13.636363636363635,429,14.228456913827655
000074,Memorial Medical Hospital,7745 Oak Ave,City 10,LA,45797,Acute Care Hospitals,Proprietary,12.443333333333333,3,15.002500000000001,4,0.777,4,3,1,59.82894317819935,59.68159834177798,58.41949022417852,50,57.473955094948934,3,Average,4,84.21052631578947,100,80.16032064128257
000075,Methodist Healthcare System,4645 Main St,City 155,NJ,25923,Acute Care Hospitals,Government - State,7.8100000000000005,4,14.151666666666667,6,0.6636666666666666,6,5,1,85.12351576361402,64.58045447566406,65.38028457365135,100,78.02723949141306,4,Above Average,1,100,2,99.79959919839679
000076,Good Samaritan Medical Center,2328 Maple Dr,City 32,PA,57162,Acute Care Hospitals,Voluntary non-profit - Private,18.006666666666668,3,18.47,6,1.0986666666666667,3,3,1,29.457258541467624,39.716720405343175,38.66311802641007,50,38.432137170378596,2,Below Average,17,15.789473684210526,435,13.026052104208416
000077,Sacred Heart Healthcare System,845 Main St,City 29,CT,75085,Acute Care Hospitals,Voluntary non-profit - Church,18.720000000000002,3,18.2075,4,0.7025,6,4,1,25.5629862153678,41.228120681713506,62.99518886272904,75,48.72472325072098,2,Below Average,12,50,256,48.897795591182366
000078,Methodist Regional Hospital,7590 Oak Ave,City 53,WI,34714,Children's Hospitals,Voluntary non-profit - Other,11.515,4,15.633333333333333,3,1.3676666666666666,6,5,1,64.89695646239934,56.04943958237372,22.141467908690757,100,59.01681381148592,3,Average,5,80,80,84.16833667334669
000079,Presbyterian Hospital,411 Main St,City 91,FL,90176,Acute Care Hospitals,Government - Local,11.838000000000001,5,13.78,4,0.71875,4,2,1,63.13361539511396,66.72040534315985,61.997133790561975,25,56.11946940196464,3,Average,4,85,124,75.35070140280561
000080,Memorial Regional Hospital,7679 Elm St,City 7,NC,16506,Critical Access Hospitals,Voluntary non-profit - Other,17.87,6,17.938,5,0.442,6,4,1,30.20335744506619,42.77982496545371,78.9947794042379,75,54.504658325942756,3,Average,4,83.33333333333334,149,70.34068136272545
000081,Sacred Heart Regional Hospital,6719 Main St,City 198,MO,93925,Acute Care Hospitals,Voluntary non-profit - Church,13.221666666666666,6,15.983333333333333,6,0.9828333333333333,6,3,1,55.57981893453437,54.03423921387994,45.77745931006244,50,51.62687031134591,3,Average,5,63.63636363636363,205,59.118236472945895
000082,Mercy Medical Hospital,4387 Elm St,City 123,VA,43107,Acute Care Hospitals,Voluntary non-profit - Private,13.528333333333332,6,18.555,4,0.8320000000000001,5,3,1,53.90564578499614,39.22731460156611,55.04145767222847,50,49.73888680394749,2,Below Average,7,40,248,50.50100200400801
000083,County Hospital,193 Elm St,City 67,PA,74453,Acute Care Hospitals,Voluntary non-profit - Private,14.873333333333333,3,17.363333333333333,3,0.941,5,5,1,46.56294072153223,46.08859204667588,48.34681134200021,100,57.577733063628685,3,Average,5,78.94736842105263,98,80.56112224448898
000084,Methodist Medical Center,5421 Oak Ave,City 46,AZ,29151,Acute Care Hospitals,Proprietary,14.078333333333333,6,15.3625,4,0.9099999999999999,4,4,1,50.903052636367775,57.60882081989867,50.25079332582659,75,57.235819327341645,3,Average,4,85.71428571428571,102,79.75951903807615
000085,General Hospital,3097 Elm St,City 73,NJ,37197,Acute Care Hospitals,Government - Local,15.712,5,16.425,4,0.8893333333333333,6,5,1,41.984441108229845,51.491248272685404,51.52011464837752,100,58.34817306273469,3,Average,5,77.77777777777779,88,82.56513026052104
000086,Presbyterian Healthcare System,3125 Washington Ave,City 177,FL,78305,Acute Care Hospitals,Proprietary,15.775,4,15.94,5,0.5566666666666666,3,3,1,41.640507711205125,54.28374021188394,71.95209335653598,50,54.05111070546651,3,Average,6,75,158,68.5370741482966
000087,Community Healthcare System,1516 Main St,City 12,MN,80817,Acute Care Hospitals,Voluntary non-profit - Private,13.253333333333332,3,19.143333333333334,3,0.787,3,4,1,55.406942359310314,35.83985874405036,57.805302487460324,75,55.03337301567076,3,Average,6,64.28571428571429,142,71.7434869739479
000088,General Hospital,4320 Maple Dr,City 8,AZ,19899,Acute Care Hospitals,Voluntary non-profit - Private,12.851666666666667,6,11.806666666666667,6,0.7913333333333333,6,2,1,57.599745234520725,78.08229694457239,57.539154468215784,25,56.185286423553265,3,Average,5,80.95238095238095,123,75.55110220440882
000089,Presbyterian Hospital,5547 Park Blvd,City 62,TN,99924,Acute Care Hospitals,Voluntary non-profit - Private,15.13,5,13.886666666666667,3,0.708,4,4,1,45.16173058550565,66.10624904038079,62.65738560753403,75,60.7394278376304,3,Average,3,91.66666666666666,60,88.17635270541082
000090,Regional Regional Hospital,9356 Maple Dr,City 9,CT,81825,Acute Care Hospitals,Proprietary,16.214,5,14.625,4,1.3513333333333333,6,3,1,39.24389245257268,61.855135882081996,23.14464121199714,50,43.02311200929159,2,Below Average,16,31.818181818181817,364,27.25450901803607
000091,Mount Medical Hospital,3947 Main St,City 7,MD,44962,Acute Care Hospitals,Government - Local,8.413333333333334,3,13.446666666666667,6,1.2016666666666667,3,4,1,81.82976206723988,68.63964378934439,32.336984338212716,75,64.79308565206125,3,Average,3,84.61538461538461,34,93.3867735470942
000092,Mount Healthcare System,8494 Oak Ave,City 192,LA,47951,Acute Care Hospitals,Proprietary,11.4,6,11.608333333333334,6,0.9033333333333333,3,3,1,65.52477139347619,79.22424382005221,50.66025181697205,50,62.12855532729892,3,Average,2,94.73684210526315,47,90.78156312625251
000093,Community Medical Hospital,1299 Maple Dr,City 160,CA,61237,Acute Care Hospitals,Voluntary non-profit - Other,17.934,5,14.4,5,0.4586,5,2,1,29.853964787771247,63.150621833256565,77.9752277612857,25,49.23765183496694,2,Below Average,6,50,250,50.1002004008016
000094,St. Regional Hospital,2085 Elm St,City 197,OK,41733,Acute Care Hospitals,Voluntary non-profit - Church,16.136666666666667,3,16.496666666666666,3,0.4184,5,4,1,39.666075246804056,51.07861200675573,80.44426246289282,75,59.78054119145335,3,Average,3,85.71428571428571,69,86.37274549098196
000095,Mount Hospital,5820 Maple Dr,City 135,OH,82419,Acute Care Hospitals,Voluntary non-profit - Private,13.8225,4,14.4925,4,0.6754,5,5,1,52.299713388835805,62.618033164440355,64.65963762923533,100,67.50933171506966,4,Above Average,1,100,23,95.59118236472945
000096,General Hospital,4561 Park Blvd,City 13,OR,72351,Acute Care Hospitals,Voluntary non-profit - Private,11.716666666666667,3,16.2,3,1.0374999999999999,4,3,1,63.79600564123561,52.78673422385998,42.41989968266967,50,52.94046016900309,3,Average,7,60,175,65.13026052104209
000097,Community Medical Center,8323 Washington Ave,City 126,SC,43564,Acute Care Hospitals,Voluntary non-profit - Other,17.1875,4,11.085,4,0.954,3,4,1,33.92930257950047,82.23744818056196,47.548367284266554,75,57.62524464005727,3,Average,1,100,97,80.7615230460922
000098,University Regional Hospital,8903 Elm St,City 82,WI,99803,Acute Care Hospitals,Proprietary,15.95,6,12.22,4,0.966,5,3,1,40.6851371639143,75.70244127130354,46.811342000204725,50,52.83398696705135,3,Average,9,60,178,64.52905811623246
