hospital_id,hospital_name,address,city,state,zip_code,hospital_type,hospital_ownership,mortality_rate,mortality_measures,readmission_rate,readmission_measures,infection_rate,infection_measures,patient_experience_score,experience_measures,mortality_score,readmission_score,infection_score,patient_exp_score,quality_score,star_rating,performance_category,state_rank,state_percentile,national_rank,national_percentile,category
000246,Regional Hospital,7046 Park Blvd,City 23,MI,65523,Acute Care Hospitals,Government - Federal,13.33,4,15.156666666666666,3,0.5551666666666667,6,5,1,54.98839907192575,58.793950560417635,72.04422151704371,100,69.20606274094305,4,Above Average,1,100,14,97.39478957915831,Top in State
000104,University Regional Hospital,7226 Park Blvd,City 15,MN,20941,Acute Care Hospitals,Voluntary non-profit - Private,13.29,4,11.746666666666666,6,0.8973333333333333,6,5,1,55.2067694827351,78.42775986488562,51.028764459002964,100,68.92616192579267,4,Above Average,1,100,16,96.9939879759519,Top in State
000170,Mount Medical Hospital,338 Park Blvd,City 133,MO,53390,Acute Care Hospitals,Voluntary non-profit - Church,12.486,5,13.616666666666667,6,0.8156666666666667,6,3,1,59.59601474000272,67.66083218179025,56.04463097553485,50,58.8051702113321,3,Average,1,100,83,83.56713426853707,Top in State
000127,St. Hospital,3792 Oak Ave,City 39,NC,98716,Acute Care - Department of Defense,Voluntary non-profit - Other,13.166666666666666,6,11.833333333333334,6,0.77025,4,5,1,55.8800782493972,77.92875786887763,58.834066946463295,100,70.95472967865439,4,Above Average,1,100,10,98.19639278557113,Top in State
000075,Methodist Healthcare System,4645 Main St,City 155,NJ,25923,Acute Care Hospitals,Government - State,7.8100000000000005,4,14.151666666666667,6,0.6636666666666666,6,5,1,85.12351576361402,64.58045447566406,65.38028457365135,100,78.02723949141306,4,Above Average,1,100,2,99.79959919839679,Top in State
000464,Memorial Regional Hospital,9710 Maple Dr,City 6,NY,21758,Acute Care Hospitals,Proprietary,8.503333333333334,3,10.21,5,0.82675,4,4,1,81.33842864291888,87.2754491017964,55.36390623400552,75,75.06136742682614,4,Above Average,1,100,4,99.39879759519037,Top in State
000095,Mount Hospital,5820 Maple Dr,City 135,OH,82419,Acute Care Hospitals,Voluntary non-profit - Private,13.8225,4,14.4925,4,0.6754,5,5,1,52.299713388835805,62.618033164440355,64.65963762923533,100,67.50933171506966,4,Above Average,1,100,23,95.59118236472945,Top in State
000490,Mercy Medical Center,2647 Washington Ave,City 90,OK,91966,Acute Care Hospitals,Voluntary non-profit - Private,10.698333333333334,6,14.096666666666668,3,1.1546666666666667,3,5,1,69.3553523497566,64.8971288192845,35.2236667007882,100,65.83680458494516,4,Above Average,1,100,28,94.58917835671342,Top in State
000214,Memorial Healthcare System,9793 Oak Ave,City 36,OR,18221,Acute Care Hospitals,Proprietary,13.076666666666666,3,15.68,3,0.431,5,4,1,56.371411673718214,55.78074619990788,79.6703859146279,75,65.77420653074941,4,Above Average,1,100,29,94.38877755511022,Top in State
000009,St. Regional Hospital,8983 Washington Ave,City 200,PA,53330,Acute Care Hospitals,Voluntary non-profit - Church,12.195,4,14.053333333333333,6,0.5145,6,5,1,61.18465947864064,65.1466298172885,74.54191831303102,100,73.27753487617207,4,Above Average,1,100,6,98.99799599198397,Top in State
000097,Community Medical Center,8323 Washington Ave,City 126,SC,43564,Acute Care Hospitals,Voluntary non-profit - Other,17.1875,4,11.085,4,0.954,3,4,1,33.92930257950047,82.23744818056196,47.548367284266554,75,57.62524464005727,3,Average,1,100,97,80.7615230460922,Top in State
000405,University Medical Hospital,3280 Oak Ave,City 126,TN,61362,Acute Care Hospitals,Voluntary non-profit - Private,5.085,6,12.717500000000001,4,0.9039999999999999,3,5,1,100,72.8379778903731,50.61930596785751,100,80.86432096455766,5,Excellent,1,100,1,100,Top in State
000289,Mercy Healthcare System,9373 Maple Dr,City 130,TX,80715,Critical Access Hospitals,Proprietary,10.25,3,9.52,4,0.9395,4,3,1,71.80292070424457,91.24827268539843,48.43893950250793,50,66.46267925824996,4,Above Average,1,100,27,94.78957915831663,Top in State
000129,General Healthcare System,1135 Elm St,City 72,UT,65922,Acute Care Hospitals,Government - State,11.948,5,14.032499999999999,4,0.97575,4,4,1,62.53309676538829,65.26658222017505,46.212508956904486,75,61.62970182388637,3,Average,1,100,52,89.77955911823648,Top in State
000486,Good Samaritan Medical Center,6787 Main St,City 193,VA,74020,Acute Care Hospitals,Voluntary non-profit - Private,12.9275,4,11.444,5,0.4354,5,3,1,57.18575133069469,80.17042837402118,79.40014331047189,50,67.04836832033168,4,Above Average,1,100,26,94.98997995991984,Top in State
000427,St. Medical Hospital,2217 Elm St,City 164,WA,59211,Acute Care Hospitals,Proprietary,16.348333333333333,6,12.120000000000001,5,0.7826666666666667,6,5,1,38.510531822938,76.27821280515892,58.07145050670488,100,65.14057537484734,4,Above Average,1,100,32,93.78757515030061,Top in State
000019,Sacred Heart Healthcare System,2942 Main St,City 162,WI,41084,Acute Care Hospitals,Government - Federal,9.42,3,13.7375,4,0.872,4,5,1,76.33410672853827,66.96510824504836,52.584706725355716,100,72.78768576116249,4,Above Average,1,100,8,98.59719438877755,Top in State
