Facility ID,Measure Name,Score,Compared to National
000023,Death rate for heart attack patients,15.29,No Different
000023,Death rate for COPD patients,10.51,No Different
000023,Death rate for coronary artery bypass graft (CABG) patients,10.22,Worse
000023,Death rate for heart failure patients,20.36,No Different
000024,Death rate for COPD patients,9.95,No Different
000024,Death rate for coronary artery bypass graft (CABG) patients,9.34,No Different
000024,Death rate for pneumonia patients,10.52,No Different
000025,Death rate for heart attack patients,10.52,No Different
000025,Death rate for heart failure patients,18.84,No Different
000025,Death rate for pneumonia patients,15.83,No Different
000025,Death rate for coronary artery bypass graft (CABG) patients,13.03,No Different
000025,Death rate for COPD patients,16.07,No Different
000026,Death rate for heart attack patients,13.35,No Different
000026,Death rate for coronary artery bypass graft (CABG) patients,15.93,No Different
000026,Death rate for COPD patients,15.25,Better
000026,Death rate for heart failure patients,12.89,No Different
000027,Death rate for heart failure patients,14.2,Better
000027,Death rate for heart attack patients,18.41,No Different
000027,Death rate for COPD patients,20.26,Better
000027,Death rate for stroke patients,16.36,Better
000028,Death rate for heart failure patients,12.95,Better
000028,Death rate for heart attack patients,11.11,No Different
000028,Death rate for coronary artery bypass graft (CABG) patients,9.48,Better
000028,Death rate for stroke patients,11.19,No Different
000029,Death rate for heart attack patients,19.17,No Different
000029,Death rate for stroke patients,19.81,No Different
000029,Death rate for coronary artery bypass graft (CABG) patients,17.63,No Different
000029,Death rate for heart failure patients,22.64,No Different
000029,Death rate for COPD patients,19.22,No Different
000029,Death rate for pneumonia patients,22.2,No Different
000030,Death rate for heart failure patients,15.3,No Different
000030,Death rate for coronary artery bypass graft (CABG) patients,14.02,No Different
000030,Death rate for heart attack patients,15.43,No Different
000030,Death rate for stroke patients,15.73,No Different
000030,Death rate for pneumonia patients,10.83,Better
000031,Death rate for COPD patients,17.43,No Different
000031,Death rate for heart failure patients,15.34,No Different
000031,Death rate for stroke patients,16.64,Worse
000031,Death rate for pneumonia patients,16.77,No Different
000031,Death rate for heart attack patients,15.47,No Different
000032,Death rate for pneumonia patients,13.66,No Different
000032,Death rate for stroke patients,15.91,No Different
000032,Death rate for COPD patients,13.13,No Different
000032,Death rate for heart attack patients,12.63,No Different
000032,Death rate for coronary artery bypass graft (CABG) patients,14.47,No Different
000033,Death rate for coronary artery bypass graft (CABG) patients,13.37,No Different
000033,Death rate for heart failure patients,14.75,Better
000033,Death rate for pneumonia patients,15.74,No Different
000033,Death rate for COPD patients,16.95,No Different
000033,Death rate for stroke patients,13.2,No Different
000034,Death rate for heart attack patients,12.65,No Different
000034,Death rate for heart failure patients,10.88,No Different
000034,Death rate for COPD patients,12.43,No Different
000034,Death rate for coronary artery bypass graft (CABG) patients,17.37,Better
000034,Death rate for pneumonia patients,12.43,No Different
000035,Death rate for pneumonia patients,11.76,Worse
000035,Death rate for heart failure patients,14.2,No Different
000035,Death rate for heart attack patients,13.3,No Different
000035,Death rate for coronary artery bypass graft (CABG) patients,17.03,No Different
000035,Death rate for stroke patients,18.15,No Different
000035,Death rate for COPD patients,14.59,No Different
000036,Death rate for pneumonia patients,9.16,No Different
000036,Death rate for stroke patients,10.49,Worse
000036,Death rate for coronary artery bypass graft (CABG) patients,15.87,Better
000036,Death rate for heart failure patients,11.53,No Different
000036,Death rate for heart attack patients,14.16,No Different
000037,Death rate for heart failure patients,17.15,No Different
000037,Death rate for heart attack patients,12.79,No Different
000037,Death rate for stroke patients,16.96,No Different
000038,Death rate for heart failure patients,14.07,No Different
000038,Death rate for coronary artery bypass graft (CABG) patients,13.46,No Different
000038,Death rate for stroke patients,12.52,No Different
000038,Death rate for pneumonia patients,12.43,No Different
000038,Death rate for COPD patients,11.92,No Different
000039,Death rate for stroke patients,12.86,Better
000039,Death rate for heart attack patients,15.48,Better
000039,Death rate for coronary artery bypass graft (CABG) patients,17.18,No Different
000039,Death rate for COPD patients,13.1,No Different
000039,Death rate for pneumonia patients,12.45,No Different
000039,Death rate for heart failure patients,11.06,No Different
000040,Death rate for COPD patients,10.71,Better
000040,Death rate for heart failure patients,14.22,No Different
000040,Death rate for stroke patients,15.75,No Different
000040,Death rate for coronary artery bypass graft (CABG) patients,11.14,No Different
000040,Death rate for heart attack patients,12.35,No Different
000040,Death rate for pneumonia patients,12.63,Better
000041,Death rate for heart failure patients,20.35,No Different
000041,Death rate for coronary artery bypass graft (CABG) patients,12.66,No Different
000041,Death rate for COPD patients,17.17,Worse
000041,Death rate for stroke patients,20.14,Better
000042,Death rate for coronary artery bypass graft (CABG) patients,11.39,No Different
000042,Death rate for heart failure patients,14.18,No Different
000042,Death rate for pneumonia patients,10.83,No Different
000043,Death rate for pneumonia patients,17.4,No Different
000043,Death rate for COPD patients,12.57,Worse
000043,Death rate for heart failure patients,18.69,No Different
000043,Death rate for heart attack patients,13.43,No Different
000043,Death rate for coronary artery bypass graft (CABG) patients,19.03,No Different
000043,Death rate for stroke patients,15.13,No Different
000044,Death rate for COPD patients,15.14,Better
000044,Death rate for heart attack patients,12.19,No Different
000044,Death rate for pneumonia patients,12.85,Better
000044,Death rate for heart failure patients,14.83,No Different
000044,Death rate for coronary artery bypass graft (CABG) patients,11.9,No Different
000044,Death rate for stroke patients,15.31,No Different
000045,Death rate for stroke patients,12.16,No Different
000045,Death rate for COPD patients,12.92,No Different
000045,Death rate for coronary artery bypass graft (CABG) patients,12.44,No Different
000045,Death rate for pneumonia patients,13.72,No Different
000045,Death rate for heart attack patients,13.93,Better
000046,Death rate for stroke patients,17.29,Better
000046,Death rate for heart failure patients,21.68,No Different
000046,Death rate for coronary artery bypass graft (CABG) patients,17.32,No Different
000046,Death rate for COPD patients,13.65,Better
000046,Death rate for pneumonia patients,18.41,Better
000047,Death rate for COPD patients,14.15,No Different
000047,Death rate for heart attack patients,14.11,No Different
000047,Death rate for stroke patients,13.96,No Different
000047,Death rate for coronary artery bypass graft (CABG) patients,13.47,No Different
000048,Death rate for coronary artery bypass graft (CABG) patients,8.13,No Different
000048,Death rate for stroke patients,9.58,No Different
000048,Death rate for pneumonia patients,9.93,No Different
000049,Death rate for pneumonia patients,13.97,Better
000049,Death rate for coronary artery bypass graft (CABG) patients,15.22,No Different
000049,Death rate for heart attack patients,8.04,Worse
000049,Death rate for COPD patients,8.72,No Different
000050,Death rate for pneumonia patients,22.75,No Different
000050,Death rate for stroke patients,20.42,No Different
000050,Death rate for heart failure patients,18.67,Better
000050,Death rate for heart attack patients,20.67,No Different
000050,Death rate for COPD patients,21.4,No Different
000051,Death rate for stroke patients,21.9,No Different
000051,Death rate for pneumonia patients,16.69,Worse
000051,Death rate for heart attack patients,15.16,No Different
000051,Death rate for heart failure patients,18.69,No Different
000051,Death rate for COPD patients,18.44,No Different
000052,Death rate for COPD patients,11.96,No Different
000052,Death rate for heart attack patients,11.5,No Different
000052,Death rate for coronary artery bypass graft (CABG) patients,10.13,No Different
000052,Death rate for heart failure patients,13.38,Worse
000052,Death rate for pneumonia patients,12.42,Better
000053,Death rate for coronary artery bypass graft (CABG) patients,17.29,Worse
000053,Death rate for heart attack patients,12.84,Better
000053,Death rate for stroke patients,13.13,No Different
000054,Death rate for heart attack patients,12.6,No Different
000054,Death rate for pneumonia patients,18.34,No Different
000054,Death rate for COPD patients,12.56,No Different
000054,Death rate for stroke patients,14.55,No Different
000054,Death rate for heart failure patients,16.04,No Different
000055,Death rate for COPD patients,15.76,No Different
000055,Death rate for pneumonia patients,14.37,No Different
000055,Death rate for heart failure patients,12.89,Better
000056,Death rate for COPD patients,15.34,No Different
000056,Death rate for coronary artery bypass graft (CABG) patients,13.49,Better
000056,Death rate for heart attack patients,14.49,No Different
000057,Death rate for heart attack patients,12.58,No Different
000057,Death rate for coronary artery bypass graft (CABG) patients,14.08,No Different
000057,Death rate for pneumonia patients,8.05,No Different
000057,Death rate for heart failure patients,12.48,Worse
000058,Death rate for coronary artery bypass graft (CABG) patients,11.89,No Different
000058,Death rate for pneumonia patients,9.85,No Different
000058,Death rate for stroke patients,9.91,Better
000058,Death rate for heart failure patients,11.7,No Different
000059,Death rate for coronary artery bypass graft (CABG) patients,10.97,No Different
000059,Death rate for COPD patients,9.91,Worse
000059,Death rate for heart attack patients,13.57,No Different
000060,Death rate for coronary artery bypass graft (CABG) patients,13.72,Better
000060,Death rate for COPD patients,16.46,No Different
000060,Death rate for heart failure patients,13.11,No Different
000061,Death rate for stroke patients,16.37,Better
000061,Death rate for COPD patients,13.78,No Different
000061,Death rate for heart attack patients,16.13,Worse
000061,Death rate for heart failure patients,14.13,No Different
000061,Death rate for coronary artery bypass graft (CABG) patients,15.74,No Different
000062,Death rate for heart attack patients,11.44,No Different
000062,Death rate for coronary artery bypass graft (CABG) patients,14.43,No Different
000062,Death rate for stroke patients,13.44,No Different
000063,Death rate for coronary artery bypass graft (CABG) patients,16.32,Better
000063,Death rate for heart failure patients,20.57,No Different
000063,Death rate for pneumonia patients,17.33,No Different
000063,Death rate for stroke patients,22.45,No Different
000063,Death rate for heart attack patients,17.25,No Different
000063,Death rate for COPD patients,17.28,No Different
000064,Death rate for pneumonia patients,16.74,No Different
000064,Death rate for COPD patients,16.66,No Different
000064,Death rate for heart attack patients,16.9,No Different
000064,Death rate for heart failure patients,18.76,No Different
000065,Death rate for COPD patients,12.03,No Different
000065,Death rate for pneumonia patients,11.34,No Different
000065,Death rate for heart attack patients,10.24,Better
000065,Death rate for heart failure patients,12.63,Better
000065,Death rate for stroke patients,12.41,Better
000065,Death rate for coronary artery bypass graft (CABG) patients,13.7,Worse
000066,Death rate for stroke patients,9.88,Better
000066,Death rate for coronary artery bypass graft (CABG) patients,7.86,Better
000066,Death rate for pneumonia patients,9.91,Better
000066,Death rate for heart attack patients,15.87,No Different
000066,Death rate for heart failure patients,7.28,No Different
000066,Death rate for COPD patients,8.36,No Different
000067,Death rate for COPD patients,12.64,Better
000067,Death rate for coronary artery bypass graft (CABG) patients,13.6,No Different
000067,Death rate for heart failure patients,11.82,No Different
000067,Death rate for stroke patients,12.46,No Different
000068,Death rate for coronary artery bypass graft (CABG) patients,11.48,No Different
000068,Death rate for COPD patients,11.77,No Different
000068,Death rate for heart attack patients,10.88,Worse
000068,Death rate for pneumonia patients,15.33,Better
000068,Death rate for stroke patients,10.28,No Different
000068,Death rate for heart failure patients,7.91,No Different
000069,Death rate for pneumonia patients,17.21,Better
000069,Death rate for COPD patients,16.94,No Different
000069,Death rate for heart failure patients,18.52,No Different
000070,Death rate for pneumonia patients,14.33,No Different
000070,Death rate for COPD patients,16.4,No Different
000070,Death rate for coronary artery bypass graft (CABG) patients,15.07,No Different
000070,Death rate for heart attack patients,17.58,Better
000070,Death rate for stroke patients,17.49,No Different
000071,Death rate for heart attack patients,16.4,No Different
000071,Death rate for pneumonia patients,15.41,Better
000071,Death rate for stroke patients,17.5,Better
000071,Death rate for heart failure patients,12.73,Worse
000072,Death rate for heart attack patients,11.82,Better
000072,Death rate for coronary artery bypass graft (CABG) patients,13.28,No Different
000072,Death rate for COPD patients,16.55,Worse
000073,Death rate for heart failure patients,16.03,No Different
000073,Death rate for coronary artery bypass graft (CABG) patients,12.85,Better
000073,Death rate for COPD patients,12.97,Better
000073,Death rate for heart attack patients,15.19,Better
000073,Death rate for pneumonia patients,15.08,No Different
000074,Death rate for pneumonia patients,14.51,No Different
000074,Death rate for COPD patients,10.83,Better
000074,Death rate for coronary artery bypass graft (CABG) patients,11.99,No Different
000075,Death rate for COPD patients,8.55,No Different
000075,Death rate for pneumonia patients,5.98,No Different
000075,Death rate for coronary artery bypass graft (CABG) patients,8.85,Worse
000075,Death rate for stroke patients,7.86,No Different
000076,Death rate for heart failure patients,18.32,Better
000076,Death rate for stroke patients,16.69,No Different
000076,Death rate for coronary artery bypass graft (CABG) patients,19.01,No Different
000077,Death rate for heart attack patients,16.96,Worse
000077,Death rate for heart failure patients,20.01,No Different
000077,Death rate for COPD patients,19.19,No Different
000078,Death rate for pneumonia patients,11.76,No Different
000078,Death rate for heart failure patients,11.25,No Different
000078,Death rate for coronary artery bypass graft (CABG) patients,12.99,No Different
000078,Death rate for heart attack patients,10.06,No Different
000079,Death rate for heart failure patients,10.28,No Different
000079,Death rate for stroke patients,10.98,No Different
000079,Death rate for heart attack patients,12.63,Better
000079,Death rate for coronary artery bypass graft (CABG) patients,13.31,Better
000079,Death rate for COPD patients,11.99,No Different
000080,Death rate for COPD patients,17.44,No Different
000080,Death rate for heart failure patients,14.63,No Different
000080,Death rate for pneumonia patients,16.72,No Different
000080,Death rate for heart attack patients,18.88,No Different
000080,Death rate for coronary artery bypass graft (CABG) patients,20.59,No Different
000080,Death rate for stroke patients,18.96,No Different
000081,Death rate for heart attack patients,14.19,Better
000081,Death rate for heart failure patients,11.02,Better
000081,Death rate for stroke patients,12.66,Worse
000081,Death rate for COPD patients,14.73,No Different
000081,Death rate for pneumonia patients,12.61,Better
000081,Death rate for coronary artery bypass graft (CABG) patients,14.12,No Different
000082,Death rate for heart attack patients,13.36,Worse
000082,Death rate for coronary artery bypass graft (CABG) patients,14.28,No Different
000082,Death rate for pneumonia patients,12.6,No Different
000082,Death rate for heart failure patients,14.4,No Different
000082,Death rate for COPD patients,11.17,No Different
000082,Death rate for stroke patients,15.36,No Different
000083,Death rate for COPD patients,13.6,Better
000083,Death rate for stroke patients,15.4,Better
000083,Death rate for pneumonia patients,15.62,No Different
000084,Death rate for heart failure patients,10.67,Better
000084,Death rate for pneumonia patients,15.82,No Different
000084,Death rate for stroke patients,14.12,No Different
000084,Death rate for COPD patients,14.91,No Different
000084,Death rate for heart attack patients,15.56,No Different
000084,Death rate for coronary artery bypass graft (CABG) patients,13.39,Better
000085,Death rate for pneumonia patients,14.67,No Different
000085,Death rate for COPD patients,14.07,No Different
000085,Death rate for coronary artery bypass graft (CABG) patients,18.49,No Different
000085,Death rate for stroke patients,16.37,Better
000085,Death rate for heart attack patients,14.96,No Different
000086,Death rate for heart failure patients,15.63,No Different
000086,Death rate for heart attack patients,15.32,No Different
000086,Death rate for coronary artery bypass graft (CABG) patients,16.23,Better
000086,Death rate for pneumonia patients,15.92,No Different
000087,Death rate for heart failure patients,12.59,No Different
000087,Death rate for heart attack patients,11.04,Better
000087,Death rate for pneumonia patients,16.13,No Different
000088,Death rate for pneumonia patients,15.67,No Different
000088,Death rate for heart attack patients,14.11,No Different
000088,Death rate for heart failure patients,11.63,No Different
000088,Death rate for COPD patients,12.86,No Different
000088,Death rate for stroke patients,10.1,No Different
000088,Death rate for coronary artery bypass graft (CABG) patients,12.74,No Different
000089,Death rate for heart failure patients,14.07,No Different
000089,Death rate for coronary artery bypass graft (CABG) patients,12.25,Worse
000089,Death rate for stroke patients,17.21,No Different
000089,Death rate for heart attack patients,12.55,No Different
000089,Death rate for COPD patients,19.57,No Different
000090,Death rate for coronary artery bypass graft (CABG) patients,20.65,No Different
000090,Death rate for stroke patients,16.08,No Different
000090,Death rate for COPD patients,14.45,No Different
000090,Death rate for heart attack patients,17.72,Better
000090,Death rate for heart failure patients,12.17,No Different
000091,Death rate for coronary artery bypass graft (CABG) patients,7.64,No Different
000091,Death rate for stroke patients,9.26,No Different
000091,Death rate for heart attack patients,8.34,Worse
000092,Death rate for coronary artery bypass graft (CABG) patients,13.04,No Different
000092,Death rate for pneumonia patients,12.78,No Different
000092,Death rate for heart failure patients,9.94,No Different
000092,Death rate for heart attack patients,12.31,Better
000092,Death rate for stroke patients,9.39,No Different
000092,Death rate for COPD patients,10.94,No Different
000093,Death rate for coronary artery bypass graft (CABG) patients,16.71,No Different
000093,Death rate for heart failure patients,15.64,No Different
000093,Death rate for heart attack patients,20.58,No Different
000093,Death rate for COPD patients,19.16,No Different
000093,Death rate for stroke patients,17.58,No Different
000094,Death rate for stroke patients,18.59,No Different
000094,Death rate for heart attack patients,15.75,No Different
000094,Death rate for heart failure patients,14.07,No Different
000095,Death rate for pneumonia patients,14.15,No Different
000095,Death rate for heart failure patients,13.67,No Different
000095,Death rate for stroke patients,13.35,Better
000095,Death rate for coronary artery bypass graft (CABG) patients,14.12,Worse
000096,Death rate for coronary artery bypass graft (CABG) patients,10.66,Better
000096,Death rate for COPD patients,13.47,No Different
000096,Death rate for heart failure patients,11.02,Better
000097,Death rate for heart attack patients,19.27,Better
000097,Death rate for pneumonia patients,16.91,No Different
000097,Death rate for stroke patients,13.73,No Different
000097,Death rate for COPD patients,18.84,Better
000098,Death rate for heart failure patients,17.18,Better
000098,Death rate for heart attack patients,17.32,Worse
000098,Death rate for coronary artery bypass graft (CABG) patients,12.21,No Different
000098,Death rate for stroke patients,12.82,No Different
000098,Death rate for pneumonia patients,18.36,Worse
000098,Death rate for COPD patients,17.81,No Different
000099,Death rate for pneumonia patients,12.99,No Different
000099,Death rate for heart failure patients,15.92,No Different
000099,Death rate for coronary artery bypass graft (CABG) patients,16.04,No Different
000100,Death rate for heart attack patients,15.39,Better
000100,Death rate for pneumonia patients,16.48,Better
000100,Death rate for coronary artery bypass graft (CABG) patients,17.46,No Different
000100,Death rate for COPD patients,16.06,No Different
000100,Death rate for heart failure patients,13.77,Better
000101,Death rate for COPD patients,12.99,No Different
000101,Death rate for coronary artery bypass graft (CABG) patients,13.25,No Different
000101,Death rate for stroke patients,13.26,Better
000101,Death rate for heart attack patients,16.95,No Different
000101,Death rate for heart failure patients,12.54,No Different
000101,Death rate for pneumonia patients,12.06,No Different
000102,Death rate for coronary artery bypass graft (CABG) patients,11.19,No Different
000102,Death rate for COPD patients,12.17,No Different
000102,Death rate for heart failure patients,16.67,No Different
000102,Death rate for stroke patients,12.87,No Different
000102,Death rate for pneumonia patients,12.29,No Different
000103,Death rate for COPD patients,10.06,Worse
000103,Death rate for stroke patients,17.36,Better
000103,Death rate for coronary artery bypass graft (CABG) patients,13.89,No Different
000103,Death rate for heart failure patients,16.11,No Different
000104,Death rate for pneumonia patients,19.09,No Different
000104,Death rate for stroke patients,12.59,Better
000104,Death rate for heart attack patients,10.79,No Different
000104,Death rate for COPD patients,10.69,Worse
000105,Death rate for heart failure patients,12.8,No Different
000105,Death rate for coronary artery bypass graft (CABG) patients,13.67,No Different
000105,Death rate for COPD patients,10.71,No Different
000106,Death rate for coronary artery bypass graft (CABG) patients,16.75,No Different
000106,Death rate for stroke patients,14.38,Better
000106,Death rate for pneumonia patients,12,No Different
000106,Death rate for heart failure patients,12.54,No Different
000107,Death rate for heart attack patients,18.05,No Different
000107,Death rate for pneumonia patients,19.11,Better
000107,Death rate for coronary artery bypass graft (CABG) patients,20.34,No Different
000107,Death rate for COPD patients,14.11,No Different
000107,Death rate for heart failure patients,17.47,No Different
000108,Death rate for coronary artery bypass graft (CABG) patients,12.2,No Different
000108,Death rate for stroke patients,17.28,Worse
000108,Death rate for COPD patients,14.57,Better
000108,Death rate for pneumonia patients,12.01,No Different
000108,Death rate for heart attack patients,16.37,No Different
000108,Death rate for heart failure patients,15.17,Worse
000109,Death rate for stroke patients,14.32,No Different
000109,Death rate for heart failure patients,13.12,Worse
000109,Death rate for COPD patients,9.34,No Different
000110,Death rate for COPD patients,12.8,No Different
000110,Death rate for heart attack patients,11.55,Better
000110,Death rate for pneumonia patients,11.69,Better
000111,Death rate for COPD patients,10.15,No Different
000111,Death rate for pneumonia patients,10.29,Worse
000111,Death rate for heart attack patients,12.71,No Different
000111,Death rate for coronary artery bypass graft (CABG) patients,12.22,No Different
000112,Death rate for COPD patients,16.79,No Different
000112,Death rate for coronary artery bypass graft (CABG) patients,15.1,Worse
000112,Death rate for heart attack patients,15.02,Better
000112,Death rate for pneumonia patients,17.42,No Different
000112,Death rate for heart failure patients,13.78,Better
000113,Death rate for heart attack patients,17.4,No Different
000113,Death rate for pneumonia patients,16.47,No Different
000113,Death rate for stroke patients,17.83,Better
000113,Death rate for heart failure patients,14.41,Better
000113,Death rate for coronary artery bypass graft (CABG) patients,14.2,No Different
000113,Death rate for COPD patients,15.22,No Different
000114,Death rate for stroke patients,13.38,No Different
000114,Death rate for heart attack patients,18.29,No Different
000114,Death rate for heart failure patients,16.19,Better
000114,Death rate for coronary artery bypass graft (CABG) patients,15.32,Better
000114,Death rate for COPD patients,15.62,No Different
000115,Death rate for COPD patients,21.06,Worse
000115,Death rate for stroke patients,20.77,No Different
000115,Death rate for coronary artery bypass graft (CABG) patients,21.27,No Different
000116,Death rate for pneumonia patients,14.3,No Different
000116,Death rate for COPD patients,16.08,Worse
000116,Death rate for stroke patients,13.24,No Different
000116,Death rate for heart attack patients,17.77,No Different
000116,Death rate for heart failure patients,13.63,No Different
000116,Death rate for coronary artery bypass graft (CABG) patients,12.39,Better
000117,Death rate for pneumonia patients,16.95,No Different
000117,Death rate for COPD patients,16.53,No Different
000117,Death rate for coronary artery bypass graft (CABG) patients,15.59,No Different
000117,Death rate for heart attack patients,16.97,No Different
000117,Death rate for heart failure patients,19.73,No Different
000118,Death rate for pneumonia patients,14.97,No Different
000118,Death rate for heart attack patients,16.95,Better
000118,Death rate for heart failure patients,20.65,Better
000118,Death rate for COPD patients,15.17,No Different
000118,Death rate for stroke patients,17,No Different
000119,Death rate for heart failure patients,17.7,No Different
000119,Death rate for pneumonia patients,18.24,No Different
000119,Death rate for heart attack patients,16.08,Worse
000119,Death rate for coronary artery bypass graft (CABG) patients,19.94,Better
000119,Death rate for COPD patients,15.84,No Different
000119,Death rate for stroke patients,17.67,No Different
000120,Death rate for heart failure patients,15.82,No Different
000120,Death rate for stroke patients,17.44,No Different
000120,Death rate for coronary artery bypass graft (CABG) patients,17.06,No Different
000120,Death rate for pneumonia patients,18.13,No Different
000120,Death rate for COPD patients,17.4,Worse
000121,Death rate for heart failure patients,17.23,No Different
000121,Death rate for COPD patients,20.03,No Different
000121,Death rate for stroke patients,17.8,No Different
000121,Death rate for coronary artery bypass graft (CABG) patients,18.2,No Different
000122,Death rate for heart failure patients,17.03,No Different
000122,Death rate for COPD patients,14.49,No Different
000122,Death rate for pneumonia patients,15.62,No Different
000122,Death rate for coronary artery bypass graft (CABG) patients,14.09,No Different
000122,Death rate for heart attack patients,13.1,No Different
000123,Death rate for COPD patients,11.16,Better
000123,Death rate for stroke patients,13.16,No Different
000123,Death rate for coronary artery bypass graft (CABG) patients,10.68,No Different
000123,Death rate for heart failure patients,11.27,No Different
000123,Death rate for pneumonia patients,15.86,No Different
000124,Death rate for stroke patients,13.11,No Different
000124,Death rate for heart failure patients,12.49,No Different
000124,Death rate for coronary artery bypass graft (CABG) patients,10.49,No Different
000125,Death rate for COPD patients,20.95,Better
000125,Death rate for stroke patients,18.82,No Different
000125,Death rate for heart attack patients,21.26,Worse
000125,Death rate for heart failure patients,18.32,No Different
000126,Death rate for pneumonia patients,9.63,No Different
000126,Death rate for heart failure patients,10.79,No Different
000126,Death rate for stroke patients,9.44,Better
000127,Death rate for COPD patients,14.24,No Different
